text;label
O App funciona, é rápido e pratico.;__label__0
Muito bom;__label__0
após desinstalar, reiniciar o cel e reinstalar, voltou a funcionar sem erros;__label__2
Totalmente funcional. A Caixa só falta mandar mensagem de celular para transações com cartões de crédito , assim como já faz com os cartões de débito.;__label__1
Fantastic;__label__0
parabens caixa,,agora sim o app ficou usável;__label__0
Essa nova atualização me surpreendeu positivamente. Parabéns aos responsáveis 👏👏👏 edit1: há algum problema no acesso com biometria, quando ativado não entra na conta;__label__2
Obrigado por responderem, as informações estão se atualizando normalmente \nagora, bom trabalho 😉👍;__label__0
Muito bom! Agil e pratico;__label__0
This version it\s much better, thanks.;__label__0
This is, CAIXA;__label__0
Me atende por completo!;__label__0
O leitor biométrico demorou mas chegou. É uma mão na roda. A interface ainda continua a engasgar. Fora isso, o app está de parabéns.;__label__2
Esse aplicativo já foi ruim. Mas tenho que reconhecer, vocês transformaram água em vinho! Parabéns, ótimo aplicativo, super recomendo!;__label__0
Esse novo app da Caixa melhorou muito, muito mesmo. Design e funcionalidades que nem parecem ter saído de um app tão problemático como no passado. A equipe da Caixa está de parabéns pelas melhorias.;__label__0
Love moves;__label__0
Atende minhas necessidades, posso realizar pagamentos e consultar extratos.;__label__0
Funciona bem! Acabo de conseguir o informe de rendimentos para IR. Obrigada!;__label__0
Bom;__label__0
Prático e eficiente (:;__label__0
I love it;__label__0
This app is incrible, very easy to control your bank account and until \ntransfer money for others accounts and pay bills.;__label__0
Apesar da interface ultrapassada, o App funciona perfeitamente, faço tudo por ele. Quem reclama dizendo que não funciona são os gênios que não sabem ler um passo a passo simples.;__label__2
Top;__label__0
Excelente;__label__0
It\s amazing app. Thank you for created. It\s so good.;__label__0
Muito bom;__label__0
Esse cartão da Caixa ele é muito útil pra nós;__label__0
Aplicativo está muito bom, dinâmico;__label__0
App leve, tudo muito facil de usar e igual a usar pelo site. Funciona muito bem em celular de baixa qualidade.;__label__0
Very useful;__label__0
Um ótimo app;__label__0
Bom e simples.;__label__0
Mui bom;__label__0
Aplicativo Caixa excelente, consigo fazer tudo por aqui. Super recomendo.;__label__0
Depois da atualizacão ficou mil grau.;__label__0
Muito bom. Só tem q saber usar.;__label__0
app top!;__label__0
No que eu uso, funciona bem;__label__0
Muito bom;__label__0
Ótimo aplicativo. Facilita muito as coisas.;__label__0
Sweg;__label__0
Excelente. o App funciona muito bem, é possível resolver muitas coisas e raramente falha.;__label__0
Ae! Agora dá pra conta poupança usar! :D;__label__0
Muito bom;__label__0
Layout melhorado, porém ainda não permite enviar comprovante de pagamento pro email ou compartilhar de algum outro modo, realiza pagamentos de DDA, falta muitas opções ainda;__label__1
Eu gostei... Adorei;__label__0
Muito funcional!;__label__0
Gostei muito do app. Acredito que tem muito a melhorar ainda, mas já é um bom início.;__label__0
Atende muito bem à minha necessidade.;__label__0
muito bom.melhor agora com leitor biometrico;__label__0
Top;__label__0
Serviço ótimo !!;__label__0
As pessoas reclamam demais... O app é ótimo sim, depois da última atualização ficou com a interface ainda melhor. O leitor de código de barras é infalível, as informações são muito claras, as categorias, tudo separadinho como na versão do computador. Ótimo e prático. Poupa muito tempo.;__label__0
muito ruim, não consigo ativar minha assinatura eletrônica de jeito nenhum.;__label__0
App rapido e de facil utilizacao. Parabens!;__label__0
Ótimo App. Deveria ter uma opção para negociação de dívidas de cartão de crédito etc.;__label__1
So easy to use, very fast, no crashes, the app does almost everything we do only in a computer when compared to other banks. I recommend!;__label__0
Sistema bem completo;__label__0
Decepcionante! A 3 meses atrás tentei criar conta e não conseguia porque o DV sempre da inválido e continua esse mesmo problema. To pensando seriamente em abri conta poupança em outro banco justamente pelo serviço mal criado e que não tem solução aparente.;__label__2
Agora sim! Com essa última atualização ficou à altura dos bancos concorrentes. Aleluia!;__label__0
Aplicativo atende as necessidades de operações pelo celular. Desde que tenha a senha de Internet cadastrada.;__label__0
Whatsapp;__label__0
Muito bom;__label__0
Rodrigues;__label__0
Consigo fazer tudo o q faco na agencia, em qualquer lugar;__label__0
Após a última atualização os problemas que eu tinha, pelos quais eu dei 1 estrela foram resolvidos. Agora sim.;__label__0
APP funcional, atende o que necessito;__label__0
I really liked this app because it helped me anytime 🛅;__label__0
Obrigado pela atualização mais recente agora posso fazer minhas apostas da \nMega-Sena na minha conta poupança. *****Valeu!;__label__0
Outros reviews dizem que o leitor de código de barras não funciona. Aqui funcionou perfeitamente. Excelente aplicativo.;__label__2
Muito legal, tudo na palma da sua mão.;__label__0
Não tem a opção cancelar cesta de serviços. Por que não colocam?;__label__1
Funciona muito bem. Parabens. Continuem assim.;__label__0
Ao app é otimo mas Não Estou conseguindo me cadrastar Alguém me ajuda? Sempre quando coloco o ne de usuario abre outta Ana e diz error;__label__2
Melhorou muito com a última atualização;__label__0
Am looking for caixas credit card;__label__0
Ótimo, melhorou da água pro vinho.;__label__0
I love economics;__label__0
As vezes apresenta alguns problemas como a perda dos dados de login, mas em geral é muito bom;__label__0
Shoud be better but for me it is  fine;__label__0
O app é eficaz, faz o que promete e só, alguns bugs precisam ser melhorados mas a praticidade do app me poupa muito tempo!;__label__2
Nice app;__label__0
Hapido e muito mais barato;__label__0
Ótimo!;__label__0
Adicionar opção de pagar por dentro do app, ficaria perfeito.;__label__1
Ótimo aplicativo fornece a escolha dos melhores preços é o atendimento e super rápido parabéns pela ideia;__label__0
Great app for fast and comfortable product comparison;__label__0
Excelente!!! Rapido e muito prático.;__label__0
Ótimo aplicativo. Não exige muitos dados, isso o torna muito prático! \nAprovado!;__label__0
Ótimo serviço.;__label__0
Muito bom, prático e util;__label__0
Awesome! Loved it;__label__0
Excelente aplicativo! Simples e cumpre seu papel!;__label__0
Aplicativo prático e excelente atendimento.;__label__0
Sempre bom ter novas alternativas, gostei da idéia e do App;__label__0
primeira vez que uso,muito bom,rapidez no atendimento e preços mais baratos.;__label__0
Excellent!;__label__0
muito bom.;__label__0
Excelente aplicativo! Excelente serviço! Excelente atendimento! Recomendo!;__label__0
Aplicativo simples mas que cumpre o proposto. Tem um chat onde obtive respostas rápidas sobre meu pedido.;__label__0
facil e funcional;__label__0
Excelente!;__label__0
Entrega pontual e melhores preços;__label__0
very Nice good delivary;__label__0
Excelencia e praticidade na palma das mãos ..Otimo app. recomendo;__label__0
No preço não houve diferença, porém app bastante útil <3;__label__0
funciona muito bem!;__label__0
Is awesome,and is more than. App, I love it so much .Keep up;__label__0
Serviço rápido;__label__0
Rápido e mais barato;__label__0
poderia so da uns descontos.;__label__0
Super eficiente. Recomendo. Pessoal 100% atencioso. Gostei da praticidade.;__label__0
Dá pra pedir gás! Excepcional.;__label__0
Muito eficiente. Recomendo!;__label__0
Achei fantástico! Vou usar sempre.;__label__0
Ótimo ao que propõe. Se inserir pagamento via app aí fica perfeito;__label__1
ótimo;__label__0
Helpful;__label__0
Fiz meu primeiro pedido hoje, correu tudo bem. Você paga diretamente ao entregador na forma escolhida anteriormente.;__label__0
Excelente. Não tenho do que reclamar;__label__0
entrega foi muito rápida!!;__label__0
devido mal tempo demorou um pouco, mas chegou 🖖;__label__0
Gás mais barato que o carro que passa na rua diariamente. Entrega aconteceu dentro do horário previsto.;__label__0
Good;__label__0
Excelente!;__label__0
Awesome;__label__0
Thanks;__label__0
Great;__label__0
muito bom;__label__0
Muito eficiente e prático. App excelente. Consegui a entrega pela Ultragaz rapidamente, em pleno domingo. Super recomendado!;__label__0
Muito prático! É o Uber do gás;__label__0
A great service.;__label__0
falta melhorar o historico, e deixar os reviews mais claros ( com mais conteudo )...;__label__1
muito bom!;__label__0
Aplicativo prático e fácil de usar, muito bom.;__label__0
Gostei do app, mostra varias opçoes e tem um retorno rapido!;__label__0
Um aplicativo muito bom e bem simples de usar. Facilita bastante a comunicação entre quem pediu o gás e quem está entregando. Simplesmente magnífico! Recomendo a todos!;__label__0
Incredible;__label__0
Awesome app!;__label__0
Works as advertised;__label__0
ótimo;__label__0
Muito bom....Chegou antes do horario estimado...Perfeito.;__label__0
muito boa;__label__0
Aprovado;__label__0
Simplismente o que precisamos em todas as situacoes de prestacao de servico! EFETIVIDADE;__label__0
That\s pretty nice app, thanks man!;__label__0
Otima app! Meu atendue muito bem quando precisei, foi super eficiente. Vou sempre usar o Chama quando precisar de gas!;__label__0
Mto bom;__label__0
Awsome experience;__label__0
muito bom com créditos maiores à ùltima revenda que entrega sempre 10 antes do tempo indicado no app;__label__0
extremamente satisfeita e ainda economizei;__label__0
Muito pratico! As entregas são bem mais rapidas doque diz na previsão na hora da escolha do produto;__label__0
Very good;__label__0
Adorei, super rápido e fácil de usar!;__label__0
Aplicativo excelente, atende muito as minhas expectativas e é muito ágil no serviço que presta;__label__0
Excelente. Pedi o gás e chegou em, literalmente, 10min. O moço do gás ainda instalou pra mim.;__label__0
Serviço maravilhoso! O gás chegou em 7 minutos num domingo!;__label__0
Fiz o pedido às 21hs, apesar do atraso, achei o pessoal super atencioso, tanto do aplicativo como da distribuidora Papaléguas, inclusive pelo dono que veio pessoalmente realizar a entrega devido o horário. Tal atenção que pouco se vê nos dias de hoje. Parabéns a todos.;__label__2
It is very usefull!;__label__0
Excelente serviço!;__label__0
Muito bom.;__label__0
Muito prático e rápido! Chegou em menos de meia hora.;__label__0
Muito rápido e a informação foi confiável. Pedi gás no domingo à noite e recebi em 30min. Achei que daria para acompanhar a entrega em um mapa mas, não é isso, é só a etapa da entrega.;__label__1
